02;02000001;41;121;40,0909
02;02000002;41;51;51,3224
02;02000002;42;180;51,317
02;02000003;41;32;43,499
02;02000003;42;235;43,499
02;02000004;41;80;84,1141
02;02000005;24;20;79,1944
02;02000005;41;25,6491;51,7172
02;02000005;42;40;19,256
02;02000006;41;47;22,9404
02;02000006;42;380;22,9405
02;02000007;24;20;36,8353
02;02000007;41;118,8537;37,995
02;02000008;41;113;61,7187
02;02000008;42;174;61,7187
02;02000009;41;114;32,6135
02;02000009;42;1049;32,6134
02;02000010;41;431;17,782
02;02000010;42;1929;17,7952
02;02000011;41;365;29,5692
02;02000012;41;82;56,5073
02;02000012;42;156;56,5073
02;02000013;41;65;51,563
02;02000013;42;468;51,5576
02;02000014;41;338;6,7286
02;02000014;42;4286;6,7286
02;02000015;41;31;6,8876
02;02000015;42;4095;6,5296
02;02000016;41;219;10,5396
02;02000016;42;4590;10,5382
02;02000017;41;17;125,7008
02;02000017;42;144;125,6473
02;02000018;41;218;65,2597
02;02000019;24;1;32,3987
02;02000019;41;81;19,8655
02;02000019;42;858;32,3987
02;02000020;41;8;53,2765
02;02000020;42;273;53,2546
02;02000021;41;28;224,2841
02;02000021;42;48;224,2841
02;02000022;41;36;100,4637
02;02000022;42;183;100,4637
02;02000023;41;73;75,009
02;02000023;42;138;75,009
02;02000024;41;13;132,0832
02;02000025;41;14;164,023
02;02000025;42;66;164,023
02;02000026;41;91;79,0023
02;02000026;42;243;79,0023
02;02000027;41;17;135,4383
02;02000028;41;8;86,7269
02;02000028;42;285;86,7269
02;02000029;41;18;291,31
02;02000030;41;2;185,6353
02;02000030;42;204;185,6353
02;02000031;41;97,3684;105,6627
02;02000032;41;4;262,5767
02;02000032;42;56;262,5767
02;02000033;41;37;157,327
02;02000034;41;3;133,5267
02;02000035;41;30;200,1556
02;02000035;42;129;200,1556
02;02000036;41;122;22,9183
02;02000036;42;1885;22,9183
02;02000037;41;162;12,137
02;02000037;42;3488;12,137
02;02000039;41;193,97;15,8465
02;02000039;42;1024;15,8465
02;02000040;24;4;4,8926
02;02000040;41;750;4,8928
02;02000040;42;2374;4,8928
02;02000041;42;10;556,0842
02;02000042;41;5;242,5425
02;02000043;41;37,3816;163,7447
02;02000044;41;14;378,8368
02;02000044;42;48;378,8368
02;02000047;41;30;317,2355
02;02000048;41;299;20,2572
02;02000048;42;485;20,2572
02;02000049;24;9;11,023
02;02000049;41;10;11,0223
02;02000049;42;954;11,0221
02;02000050;41;246;11,1358
02;02000050;42;683;11,1358
02;02000052;24;14;14,5382
02;02000052;41;133;14,5386
02;02000052;42;1377;14,5384
02;02000053;41;92;16,0988
02;02000053;42;398;16,0818
02;02000056;24;25;16,1792
02;02000056;41;751,4194;14,4184
02;02000057;41;1118;22,7015
02;02000057;42;417;22,1195
02;02000058;24;1;30,3857
02;02000058;41;21;30,4081
02;02000059;41;56;51,1478
02;02000059;42;95;51,1478
02;02000065;41;59;18,426
02;02000065;42;298;18,426
02;02000067;24;3;55,9204
02;02000067;41;1;55,9204
02;02000069;24;2;70,5666
02;02000069;41;150;70,8411
02;02000069;42;690;70,5666
02;02000070;42;412;163,2108
02;02000071;24;48;84,8634
02;02000071;41;84;87,0514
02;02000076;42;164;457,9243
02;02000077;42;174;227,759
02;02000078;41;1;177,9917
02;02000078;42;515;113,0079
02;02000079;42;24;168,6023
02;02000080;24;5;141,9828
02;02000080;42;453;141,9828
02;02000087;24;8;47,2463
02;02000087;41;14;48,0354
02;02000087;42;525;47,2463
02;02000095;41;20;86,3407
02;02000095;42;640;85,3669
02;02000096;42;762;85,6018
02;02000097;24;4;68,6326
02;02000097;41;158;68,6326
